Address,Descriprion,age,area,elevator,parking,price,rooms,total_price,type,warehouse
 تهران، تهران، پاسداران ," *** املاک بزرگ سران ***,
,
,
,
85 متر واقع در بهترین لوکیشن پاسداران,
,
*** نوساز کلید نخورده ***,
,
2 خواب استاندارد,
,
خوش نقشه و دلباز,
,
سالن و خواب ها همنشین با آفتاب,
,
متریال برند,
,
پلان مربع و خوش چیدمان,
,
دسترسی آسان به مراکز خرید,
,
روف گاردن,
,
بالکن کاربردی,
,
لابی مبله,
,
سرایدار مقیم,
,
آسانسور,
,
پارکینگ سندی,
,
انباری,
,
* واحد قابل تخفیف در اتاق قرار داد *,
,
کارشناس تخصصی منطقه,
,
آقای کوروش,
,
, , ,   , ,   ", نوساز , 87 , دارد , دارد ," 97,701,000 ", 2 ,"8,500,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," *** املاک بزرگ سران *** ,
,
,
,
* واحد مناسب سخت پسندان * ,
,
75 متر واقع در تاپ ترین لوکیشن اختیاریه ,
,
2 خواب استاندارد ,
,
واحد شناور در نور جنوب ,
,
* خوش نقشه و دلباز ,
,
* خوش چیدمان ,
,
آسانسور ,
,
انباری ,
,
پارکینگ ,
,
واحد قابل تخفیف در اتاق قرارداد ,
,
کارشناس تخصصی منطقه ,
,
آقای آریا ,
,
, , ,   , ,   ",Null, 75 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، مهرآباد جنوبی ," آپارتمان کاملا تمییز و سالم و کلا باز سازی شده,
کف سرامیک,
کابینت mdf  ,
درب ضد سرقت,
گاز رومیزی,
پکیج و شوفاژ,
آیفون تصویری,
کاغذ دیواری کامل ,
کمد دیواری بزرگ,
سرویس  بهداشتی فرنگی,
کلا 22 عدد پله داره,
طبقه سوم , ,   ,   ",Null, 80 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، مرزداران ," گلگیر جلو تعویض، دو لکه رنگ , ,   ,   ",Null, هاچ بک ,ندارد,ندارد,Null,Null,"400,000,000",Null,ندارد
 تهران، تهران، شهرک غرب ," متراژ زمین: 900,
تعداد پارکینگ: ۱,
طبقه ملک: همکف,
,
فایل شخصی.توضیحات عین واقعیت میباشد,
,
,
مخصوص مشتریان سخت پسندان,
,
,
دربهترین فاز اصلی شهرک غرب,
,
,
ویلایی 1 واحد از3 واحد نوساز,
,
,
130متر2خوابه سوپرلوکس,
,
,
خوش نقشه و نورگیرعالی.  تخلیه,
,
,
با پارکینگ سندی مسقف.     انباری.  آسانسور,
,
,
نما و مشاعات عالی. ,
,
,
در بهترین فرعی دنج,
,
,
قیمت باور نکردنی رهن اجاره و رهن کامل,
,
,
مشاور وحید عنایت ,
,
درصورتی که مستاجر بخواهد چند سال بشینه مشکلی ندارد ولی قرار داد سال به سال تمدید میشود,
,
,
 , ,   ,   ",Null, 130 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، شهرزیبا ," نوع سند: شخصی,
متراژ زمین: 79,
تعداد طبقات: 5,
سیستم گرمایشی و سرمایشی: شوفاژ,
موقعیت جغرافیایی بنا: شمالی,
طبقه ملک: 3,
کفپوش: سرامیک,
موقعیت جغرافیایی واحد: شمالی,
کابینت: های گلاس,
تعداد واحد در طبقه: 3,
نمای ساختمان: سرامیکی,
تعداد پارکینگ: ۱,
,
79متری,
2 خواب کم واحد,
طبقه3. فول امکانات,
خوش نقشه لوکیشن عالی,
سالن پرده خور رو ب آفتاب,
پلان تفکیکی بدون ذرهای پرتی,
,
,
املاک بزرگ رادمان,
مشاور فروش:آقاجانی,
,
,
 , ,   ,   ", 13 سال , 79 , دارد , دارد ," 34,810,000 ", 2 ,"2,750,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," *** املاک بزرگ سران *** ,
,
,
,
* واحد مناسب سخت پسندان * ,
,
110 متر واقع در دنج ترین فرعی مشجر دولت ,
,
2 خواب استاندارد ,
,
سالن و اتاق ها شناور در نور دو جهت ,
,
نقشه بی نقص ,
,
تراس کاربردی ,
,
ویو مشجر ، بدون مشرف ,
,
آسانسور ,
,
انباری ,
 ,
پارکینگ ,
,
* برای دریافت اطلاعات بیشتر تماس بگیرید * ,
,
کارشناس تخصصی منطقه ,
,
آقای احمدی ,
,
, , ,   , ,   ",Null, 110 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، پاسداران ," *** املاک بزرگ سران ***,
,
,
,
85 متر واقع در بهترین لوکیشن پاسداران,
,
*** نوساز کلید نخورده ***,
,
2 خواب استاندارد,
,
خوش نقشه و دلباز,
,
سالن و خواب ها همنشین با آفتاب,
,
متریال برند,
,
پلان مربع و خوش چیدمان,
,
دسترسی آسان به مراکز خرید,
,
روف گاردن,
,
بالکن کاربردی,
,
لابی مبله,
,
سرایدار مقیم,
,
آسانسور,
,
پارکینگ سندی,
,
انباری,
,
* واحد قابل تخفیف در اتاق قرار داد *,
,
کارشناس تخصصی منطقه,
,
آقای کوروش,
,
, , ,   , ,   ", نوساز , 85 , دارد , دارد ," 100,000,000 ", 2 ,"8,500,000,000", آپارتمان , دارد 
 تهران، تهران، بریانک ," طبقه ملک: 13,
,
پیش فروش آپارتمان در منطقه در حال ساخت و توسعه مروارید شهر قطب سرمایه گذاری غرب تهران.,
,
فرصت سرمایه گذاری در مهلت پذیره نویسی.,
,
مستقیما از خود تعاونی خرید کنید.,
,
سازندگان بنام منطقه و مهندسین پروژه های مسکونی و تجاری در تهران و سایر نقاط کشور فرصت سرمایه گذاری مطمئن را در منطقه به وجود آورده‌اند.,
,
موقعیت پروژه جنوب غرب دریاچه چیتگر,
,
فقط با پیش پرداخت 350 میلیون تومان الباقی اقساط 48 ماهه.,
,
450 میلیون تومان وام بدون ضامن‌.,
,
اعطای قدرالسهم پس از پرداخت هزینه زمین و تراکم.,
,
فول امکانات.,
,
قید شدن بند ضرر و زیان در صورت تاخیر در تحویل پروژه.,
,
پروژه *یاران* ,
شرکت تعاونی انبوه سازی مسکن مهر ایثار یاران,
,
بازدید و مشاوره حضوری همه روزه با هماهنگی قبلی ,
,
کارشناس فروش دفتر مرکزی تعاونی,
جعفری , , ,   ,   ", نوساز , 140 , دارد , دارد ," 13,500,000 ", 3 ,"1,890,000,000", آپارتمان , دارد 
 تهران، تهران، سعادت آباد ," طبقه ملک: 1,
,
*مسکن دادمان *,
,
مشترک گرامی سلام وقت بخیر ,
146,
متر 3خواب,
️با نور و نقشه قابل چیدمانی خوب,
,
️امکانت کامل,
,
گزینه های به قیمت و فایل شخصی را از ما بخواهید,
 ,
مناسب با بودجه شما در منطقه,
,
فروش,
رهن و اجاره,
,
""قابل توجه مالکین و مشتریان گرامی"",
گروه مهندسین و مشاورین املاک دادمان با 20سال سابقه ی درخشان در خدمت ساکنین منطقه میباشد,
,
,
مشاور تخصصی شما: عابد,
,
شماره تماس,
,
((مسکن دادمان)),
,
شهرک غرب،بلوار دادمان،بین،خیابان حسن سیف،و،بلوار پاکنژاد،پلاک5 , ,   ,   ", 5 سال , 146 , دارد , دارد ," 95,890,000 ", 3 ,"14,000,000,000", آپارتمان , دارد 
 تهران، تهران، سعادت آباد ," طبقه ملک: 3,
,
*مسکن دادمان *,
,
مشترک گرامی سلام وقت بخیر ,
146,
متر 3خواب,
️با نور و نقشه قابل چیدمانی خوب,
,
️امکانت کامل,
,
گزینه های به قیمت و فایل شخصی را از ما بخواهید,
 ,
مناسب با بودجه شما در منطقه,
,
فروش,
رهن و اجاره,
,
""قابل توجه مالکین و مشتریان گرامی"",
گروه مهندسین و مشاورین املاک دادمان با 20سال سابقه ی درخشان در خدمت ساکنین منطقه میباشد,
,
,
مشاور تخصصی شما: عابد,
,
شماره تماس,
,
((مسکن دادمان)),
,
شهرک غرب،بلوار دادمان،بین،خیابان حسن سیف،و،بلوار پاکنژاد،پلاک5 , ,   ,   ", 7 سال , 146 , دارد , دارد ," 85,616,000 ", 3 ,"12,500,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," طبقه ملک: 4,
,
️زیر قیمت منطقه ️,
             〽️بهترین لوکیشن دیباجی      〽️,
گذر دنج و ارام‌ و مشجر ,
دسترسی عالی ,
ورودی لابی ,
            〽️نمای زیبا بروز 〽️,
ساختمانی ارام ,
کم واحد کم تردد ,
سرایدار مقیم ,
نوساز کلید نخورده ,
تراس قابل چیدمان ,
انباری اسانسور ,
پارکینگ اختصاصی ,
سالن پرده خور ,
                    〽️خوش نقشه 〽️,
بدون یک‌سانتی‌متر پرتی,
پلان مهندسی ,
             〽️.نور گیر فوق العاده〽️.          ,
فول امکانات ,
فول مشاعات ,
متریال برند ,
〽️مشاوره تخصصی فروش ملک 〽️,
〽️پاسخگویی 24ساعته به تماس های شما〽️ ,
کارشناس تخصصی فروش منطقه 3.1 :,
*سپهر *,
, , ,   ,   ", 1 سال , 120 , دارد , دارد ," 88,333,000 ", 3 ,"10,600,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," کابینت: فلزی، MDF، های گلاس، ممبران، فایبرگلاس,
آشپزخانه: نیمه فرنیش، اپن، هواکش، هود، سینک دوقلو، سینک تک، فول فرنیش، نورگیر سقفی، گاز رومیزی، جزیره، شوتینگ زباله,
کفپوش: سنگ,
نمای ساختمان: سنگی,
طبقه ملک: 3,
,
فروش آپارتمان,
,
در بهترین لوکیشن دولت ,
,
ورودی لابی مبله,
,
فول نوسازی ,
,
پارکینگ انباری اسانسور بالکن ,
,
پذیرایی بزرگ و قابل چیدمان,
,
دو خواب با کمد دیواری ,
,
سرایداری مقیم ,
,
فروشنده صددرصد ,
,
مشاور شما ,
,
پارسا ,
,
, , ,   ,   ", 11 سال , 110 , دارد , دارد ," 80,909,000 ", 2 ,"8,900,000,000", آپارتمان , دارد 
 تهران، تهران، سعادت آباد ," طبقه ملک: 2,
,
*مسکن دادمان *,
,
مشترک گرامی سلام وقت بخیر ,
140,
متر 3خواب,
️با نور و نقشه قابل چیدمانی خوب,
,
️امکانت کامل,
,
گزینه های به قیمت و فایل شخصی را از ما بخواهید,
 ,
مناسب با بودجه شما در منطقه,
,
فروش,
رهن و اجاره,
,
""قابل توجه مالکین و مشتریان گرامی"",
گروه مهندسین و مشاورین املاک دادمان با 20سال سابقه ی درخشان در خدمت ساکنین منطقه میباشد,
,
,
مشاور تخصصی شما: عابد,
,
شماره تماس,
,
((مسکن دادمان)),
,
شهرک غرب،بلوار دادمان،بین،خیابان حسن سیف،و،بلوار پاکنژاد،پلاک5 , ,   ,   ", 2 سال , 140 , دارد , دارد ," 100,000,000 ", 3 ,"14,000,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," سیستم گرمایشی و سرمایشی: داکت اسپلیت,
سایر امکانات: خواب مستر، لابی من، کمد دیواری، شیرآلات خارجی,
تعداد پارکینگ: ۲,
امکانات ورزشی: استخر مشاع، سونا جکوزی مشاع,
امکانات امنیتی: اطفاء حریق، سرایدار، دوربین مداربسته، درب ضد سرقت، درب ریموت کنترل، دزد گیر، اعلام حریق، آیفون تصویری,
کابینت: MDF,
وضعیت سکونت: تخلیه,
تعداد طبقات: 5,
آشپزخانه: اپن,
طبقه ملک: 3,
کفپوش: سنگ,
امکانات رفاهی و تفریحی: لابی,
تعداد واحد در طبقه: 2,
موقعیت جغرافیایی بنا: جنوبی,
نمای ساختمان: سنگی,
نوع سند: شخصی,
,
** منظریه رحمانی ** ,
,
,
فروش واحد 154 متری در تاپ لوکیشن منظریه ,
,
ساختمانی با استحکام بالا ,
 ورودی از لابی مبله بسیار شیک ,
دارای مشاعاتی مانند: ,
استخر ,
سونا ,
جکوزی,
سالن اجتماعات ,
روف گاردن ,
لابی مبله ,
,
,
پلان بسیار عالی بدون پرتی ,
سالن تفکیکی ,
بهترین استفاده از فضا و متراژ ,
 3خواب بزرگ و استاندارد (1 خواب مستر) ,
کمد دیواری های بسیار بزرگ و جادار ,
نورگیری مستقیم از پنجره های قدی ,
و سرتاسر پرده خور‌,
دارای وان بسیار بزرگ ,
,
,
آشپزخانه بزرگ با کابینت های زیاد ,
با عمق بالا ,
و پنجره با نورگیری مستقیم,
 ,
,
مشاعات تمام سنگ و شیک ,
بهترین دسترسی ها به ,
شریان های اصلی و فرعی در منطقه,
,
 دپارتمان بزرگ نگین,
عماد صدر ,
 ,
 انجام امور ملکی شما در منطقه ,
1/3/4 ,
هستیم , ,   ,   ", 13 سال , 154 , دارد , دارد ," 90,000,000 ", 3 ,"13,860,000,000", آپارتمان , دارد 
